0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,0,0,0,0,0,1,62,59,4364,266,727,1004,595,314
15,1,0,0,0,0,1,15,23,224,165,510,907,304,137
14,1,1,0,1,1,4,4,41,180,218,1049,1645,430,219
13,1,0,1,5,0,15,7,45,157,351,1753,3243,707,284
12,1,1,0,2,0,1,8,30,272,525,3240,3608,654,366
11,1,1,1,1,1,6,42,38,187,867,5544,5798,982,814
10,2,1,0,2,0,12,94,20,278,504,7184,7207,1321,1091
9,0,0,0,2,1,850,152,7,275,745,11818,9118,1867,1508
8,3,1,0,0,20,1809,407,12,358,812,13438,8187,2794,2113
7,2,0,0,1,146,1638,1319,939,366,789,13717,9276,4218,3297
6,3,0,0,2,370,2715,1822,3938,531,200,12642,13504,5336,4707
5,13,1,0,0,710,2524,1637,4540,219,929,15045,14404,7725,6077
4,12,0,0,2,1125,3383,2338,5276,223,3621,14270,14077,10443,6805
3,7,0,0,1,761,2048,1497,3417,138,2170,9062,8947,6353,4381
2,5,0,0,1,465,1201,881,1986,76,1190,5221,5212,3460,2517
1,4,0,0,1,414,1001,732,1688,61,979,4274,4330,2736,2022
0,8,0,0,1,818,1982,1475,3410,116,1934,8555,8441,5063,3883
